Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Predicted_Prob,Predicted_Status
LP001002,1,0,0,0,0,0.07299082285068836,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,2,Y,0.8888065814971924,1
LP001003,1,1,1,0,0,-0.13441195378345122,-0.03873154846446157,-0.21124124943736647,0.2732312961117544,0.41173269183271005,0,N,0.06645288318395615,0
LP001005,1,1,0,0,1,-0.3937473372051281,-0.5544873301529852,-0.9489964681145835,0.2732312961117544,0.41173269183271005,2,Y,0.8470079898834229,1
LP001006,1,1,0,1,0,-0.4620624697931504,0.2519796016915365,-0.3064354712021687,0.2732312961117544,0.41173269183271005,2,Y,0.9931730628013611,1
LP001008,1,0,0,0,0,0.09772843680942066,-0.5544873301529852,-0.05655063906956289,0.2732312961117544,0.41173269183271005,2,Y,0.9048044085502625,1
LP001011,1,1,2,0,1,0.0022183113925933404,0.8805997122641535,1.4427583537260718,0.2732312961117544,0.41173269183271005,2,Y,0.943576991558075,1
LP001013,1,1,0,1,0,-0.5030187842943628,-0.03599544352181688,-0.6039174142171756,0.2732312961117544,0.41173269183271005,2,Y,0.9896761775016785,1
LP001014,1,1,3,0,0,-0.38784962791695354,0.30191351689480206,0.1457370821806418,0.2732312961117544,-2.428760260810931,1,N,0.48102816939353943,0
LP001018,1,1,2,0,0,-0.22893912765224944,-0.03257531234351103,0.26472985938664456,0.2732312961117544,0.41173269183271005,2,Y,0.9094523787498474,1
LP001020,1,1,1,0,0,1.2184570268205968,3.196712546212882,2.4184991268152944,0.2732312961117544,0.41173269183271005,1,N,0.25375497341156006,0
LP001024,1,1,2,0,0,-0.3609822856041582,-0.31507814767157505,-0.9013993572321825,0.2732312961117544,0.41173269183271005,2,Y,0.9769457578659058,1
LP001027,1,1,2,0,0,-0.4756599662075529,0.07481680665529297,-0.4373275261287717,0.2732312961117544,0.41173269183271005,2,Y,0.9955346584320068,1
LP001028,1,1,2,0,0,-0.38178809337077413,2.2178710029817448,0.6455067464458534,0.2732312961117544,0.41173269183271005,2,Y,0.9254075288772583,1
LP001029,1,0,0,0,0,-0.5816549081366906,0.41682992448587897,-0.3778311375257703,0.2732312961117544,0.41173269183271005,0,N,0.18029817938804626,0
LP001030,1,1,2,0,0,-0.6724141010713773,-0.18306108418896885,-1.532061076423997,-3.4548579441686273,0.41173269183271005,2,Y,0.9396063089370728,1
LP001032,1,0,0,0,0,-0.07428808409567142,-0.5544873301529852,-0.2469390825991673,0.2732312961117544,0.41173269183271005,2,Y,0.8804710507392883,1
LP001034,1,0,1,1,0,-0.29610748343423776,-0.5544873301529852,-0.5444210256141742,-1.5908133240284363,0.41173269183271005,2,Y,0.8875179886817932,1
LP001036,0,0,0,0,0,-0.31019645562265485,-0.5544873301529852,-0.8300036909085807,0.2732312961117544,-2.428760260810931,2,N,0.0040019904263317585,0
LP001038,1,1,0,1,0,-0.08460907534997694,-0.5544873301529852,-0.1517448608343651,0.2732312961117544,0.41173269183271005,0,N,0.11234162002801895,0
LP001041,1,1,0,0,0,-0.45927744040706797,0.6425585822540657,-0.36593185980517007,0.2732312961117544,0.41173269183271005,2,Y,0.9882704019546509,1
LP001043,1,1,0,1,0,0.369678365097471,-0.5544873301529852,-0.49682391473177306,0.2732312961117544,-2.428760260810931,2,N,0.001723657944239676,0
LP001046,1,1,1,0,0,0.09035630019920242,1.3693364576440608,2.013923684314885,0.2732312961117544,0.41173269183271005,2,Y,0.9491138458251953,1
LP001047,1,1,0,1,0,-0.45927744040706797,0.09909973802126458,-0.3540325820845698,0.2732312961117544,-2.428760260810931,1,N,0.013899829238653183,0
LP001050,1,1,2,1,0,-0.33395111803335803,0.10115181672824809,-0.4016296929669709,0.2732312961117544,-2.428760260810931,0,N,0.010566304437816143,0
LP001052,1,1,1,0,0,-0.27628462721565095,0.44590103950147875,0.06244213813643986,0.2732312961117544,0.41173269183271005,1,N,0.15754817426204681,0
LP001066,1,1,0,0,1,0.6809463553066852,-0.5544873301529852,0.5384132469604509,0.2732312961117544,0.41173269183271005,1,Y,0.9369555711746216,1
LP001068,1,1,0,0,0,-0.4266762140641029,0.216068224319325,-0.2826369157609681,0.2732312961117544,0.41173269183271005,1,Y,0.999514102935791,1
LP001073,1,1,2,1,0,-0.19289757089118253,-0.19879368760917582,-0.4254282484081714,0.2732312961117544,0.41173269183271005,2,Y,0.9765941500663757,1
LP001086,1,0,0,1,0,-0.6489870891766838,-0.5544873301529852,-1.317874077453192,0.2732312961117544,0.41173269183271005,2,N,0.13168911635875702,0
LP001087,0,0,2,0,0,-0.2708783937014909,0.15792599428812537,-0.3064354712021687,0.2732312961117544,0.41173269183271005,1,Y,0.9944002032279968,1
LP001091,1,1,1,0,0,-0.2027270863714735,0.5977548638182589,0.6574060241664537,0.2732312961117544,0.41173269183271005,2,N,0.19268150627613068,0
LP001095,1,0,0,0,0,-0.36638851911831827,-0.5544873301529852,-0.8538022463497813,0.2732312961117544,0.41173269183271005,2,N,0.29250216484069824,0
LP001097,1,0,1,0,1,-0.11655500066092261,-0.5544873301529852,-0.4730253592905725,0.2732312961117544,0.41173269183271005,0,N,0.08250162750482559,0
LP001098,1,1,0,0,0,-0.3118347082027033,0.015648537270601597,-0.3778311375257703,0.2732312961117544,0.41173269183271005,1,Y,0.9919923543930054,1
LP001100,1,0,3,0,0,1.162592613840943,0.4715520233387727,2.0734200729178864,0.2732312961117544,0.41173269183271005,0,N,0.18823948502540588,0
LP001106,1,1,0,0,0,-0.512520649258644,0.152453784402836,-0.21124124943736647,0.2732312961117544,0.41173269183271005,2,Y,0.982229471206665,1
LP001109,1,1,0,0,0,-0.5857505395868119,-0.09960988343830587,-0.5444210256141742,0.2732312961117544,-2.428760260810931,2,N,0.027791203930974007,0
LP001112,0,1,0,0,0,-0.28447589011589347,-0.055490191238160284,-0.020852805907762065,0.2732312961117544,0.41173269183271005,1,Y,0.9800017476081848,1
LP001114,1,0,0,0,0,-0.2027270863714735,1.9114272494055395,0.45511830291624894,0.2732312961117544,0.41173269183271005,2,Y,0.833530068397522,1
LP001116,1,0,0,1,0,-0.2712060442175006,0.015990550388432185,-0.4254282484081714,0.2732312961117544,0.41173269183271005,1,Y,0.9777430295944214,1
LP001119,1,0,0,0,0,-0.2954521824022184,-0.5544873301529852,-0.7824065800261797,0.2732312961117544,0.41173269183271005,2,N,0.1491508185863495,0
LP001120,1,0,0,0,0,-0.5903376468109477,-0.13962541822448443,-1.1750827448059888,0.2732312961117544,0.41173269183271005,2,Y,0.9112126231193542,1
LP001123,1,1,0,0,0,-0.4920424920080379,-0.5544873301529852,-0.841902968629181,0.2732312961117544,0.41173269183271005,2,Y,0.8304552435874939,1
LP001131,1,1,0,0,0,-0.23958776942256466,0.24445531309926363,-0.13984558311376483,0.2732312961117544,0.41173269183271005,1,Y,0.9607691168785095,1
LP001136,1,1,0,1,1,-0.11606352488690806,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,0.41173269183271005,2,Y,0.6564444899559021,1
LP001137,0,0,0,0,0,-0.3265789814231398,-0.5544873301529852,-0.6872123582613775,0.2732312961117544,0.41173269183271005,2,Y,0.8316869735717773,1
LP001138,1,1,1,0,0,0.04022577124971845,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,0.41173269183271005,2,Y,0.9442934393882751,1
LP001144,1,1,0,0,0,0.06840371562655258,-0.5544873301529852,-0.020852805907762065,0.2732312961117544,0.41173269183271005,2,Y,0.9631912708282471,1
LP001146,0,1,0,0,0,-0.45190530379684973,0.6220377951842305,-0.3064354712021687,0.2732312961117544,-2.428760260810931,2,N,0.01717643439769745,0
LP001151,0,0,0,0,0,-0.22992207920027855,0.22359251291159787,-0.020852805907762065,0.2732312961117544,0.41173269183271005,1,Y,0.9819931983947754,1
LP001155,0,1,0,1,0,-0.5693680137863268,0.00778223556049812,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,Y,0.9973965883255005,1
LP001157,0,0,0,0,0,-0.3796583650167111,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,1,Y,0.9929649829864502,1
LP001164,0,0,0,0,0,-0.19224226985916312,-0.5544873301529852,-0.4016296929669709,0.2732312961117544,0.41173269183271005,1,N,0.4083978533744812,0
LP001179,1,1,2,0,0,-0.1290057202692912,-0.5544873301529852,-0.13984558311376483,0.2732312961117544,0.41173269183271005,2,N,0.23065102100372314,0
LP001186,0,1,1,0,1,0.9987673558360934,-0.5544873301529852,1.6688446304174769,0.2732312961117544,-2.428760260810931,2,N,0.13477322459220886,0
LP001194,1,1,2,0,0,-0.4415843125425442,-0.1553580216446914,-0.580118858775975,0.2732312961117544,0.41173269183271005,1,Y,0.9991273283958435,1
LP001195,1,1,0,0,0,-0.5359476611533376,-0.010344459684522937,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,Y,0.9987924098968506,1
LP001197,1,1,0,0,0,-0.3337872927753532,0.19794152907430393,-0.12794630539316454,0.2732312961117544,0.41173269183271005,0,N,0.9963893890380859,1
LP001198,1,1,1,0,0,0.4384849734595078,0.21504218496583322,0.40752119203384785,0.2732312961117544,0.41173269183271005,2,Y,0.751471757888794,1
LP001199,1,1,2,1,0,-0.3352617200973968,0.4233281737246601,-0.020852805907762065,0.2732312961117544,0.41173269183271005,2,Y,0.9569422006607056,1
LP001205,1,1,0,0,0,-0.4756599662075529,0.743794465131919,-0.3064354712021687,0.2732312961117544,0.41173269183271005,2,Y,0.9827316403388977,1
LP001206,1,1,3,0,0,-0.38899640472298747,-0.5544873301529852,-0.5563203033347744,0.2732312961117544,0.41173269183271005,2,Y,0.9863850474357605,1
LP001207,1,1,0,1,1,-0.4578030130850243,0.6251159132447058,0.2290320262248437,-2.5228356340985316,-2.428760260810931,0,N,0.028327418491244316,0
LP001213,1,1,1,0,0,-0.07510721038569566,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,-2.428760260810931,0,N,0.0003956508298870176,0
LP001222,0,0,0,0,0,-0.2027270863714735,-0.5544873301529852,-0.3540325820845698,0.2732312961117544,-2.428760260810931,1,N,0.036158233880996704,0
LP001225,1,1,0,0,0,0.052840316116091864,1.0170629462785572,1.3356648542406693,0.2732312961117544,0.41173269183271005,1,N,0.20103754103183746,0
LP001228,1,0,0,1,0,-0.3609822856041582,0.21641023743715557,-0.23503980487856702,-2.5228356340985316,-2.428760260810931,2,N,0.015996810048818588,0
LP001233,1,1,1,0,0,0.8758984123324562,-0.5544873301529852,1.9782258511530841,0.2732312961117544,0.41173269183271005,2,Y,0.9239402413368225,1
LP001238,1,1,3,1,1,0.2779362206147552,-0.5544873301529852,-0.2469390825991673,-4.386880254238722,0.41173269183271005,2,Y,0.9900180697441101,1
LP001241,0,0,0,0,0,-0.18077450179882365,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,-2.428760260810931,1,N,0.012582430616021156,0
LP001243,1,1,0,0,0,-0.3596716835401194,0.4941248891155914,0.31232697026904566,0.2732312961117544,0.41173269183271005,2,Y,0.9697425961494446,1
LP001245,1,1,2,1,1,-0.5780507524605839,0.08678726577936348,-0.580118858775975,0.2732312961117544,0.41173269183271005,1,Y,0.9911940693855286,1
LP001248,1,0,0,0,0,-0.3118347082027033,-0.5544873301529852,-0.7705073023055794,-0.6587910139583409,0.41173269183271005,1,Y,0.742667019367218,1
LP001250,1,1,3,1,0,-0.10623400940661709,-0.5544873301529852,-0.6039174142171756,0.2732312961117544,-2.428760260810931,1,N,0.005527977366000414,0
LP001253,1,1,3,0,1,-0.02251930256613895,0.052243940878474296,0.49081613607804975,0.2732312961117544,0.41173269183271005,1,Y,0.9477292895317078,1
LP001255,1,0,0,0,0,-0.2708783937014909,-0.5544873301529852,-0.3897304152463706,2.1372759162519452,0.41173269183271005,2,N,0.13546065986156464,0
LP001256,1,0,0,0,0,-0.2708783937014909,1.0700749795422981,0.35992408115144675,0.2732312961117544,0.41173269183271005,2,N,0.1833941787481308,0
LP001259,1,1,1,0,1,-0.7213978532148273,0.4790763119310456,-0.4254282484081714,0.2732312961117544,0.41173269183271005,2,N,0.03609497472643852,0
LP001263,1,1,3,0,0,-0.36638851911831827,0.8135651411693586,0.40752119203384785,-0.6587910139583409,-2.428760260810931,1,N,0.05703883245587349,0
LP001264,1,1,3,1,1,-0.3391935262895132,0.18631308306806402,-0.18744269399616592,0.2732312961117544,0.41173269183271005,1,Y,0.9973903298377991,1
LP001265,0,0,0,0,0,-0.25515116893302536,-0.5544873301529852,-0.41352897068757116,0.2732312961117544,0.41173269183271005,1,Y,0.9678822159767151,1
LP001266,1,1,1,0,1,-0.49286161829806213,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,Y,0.9044594168663025,1
LP001267,0,1,2,0,0,-0.6594719056889942,0.088839344486347,0.2528305816660443,0.2732312961117544,0.41173269183271005,2,N,0.14635132253170013,0
LP001273,1,1,0,0,0,0.09772843680942066,0.21504218496583322,1.4189597982848712,0.2732312961117544,0.41173269183271005,1,N,0.06540916115045547,0
LP001275,1,1,1,0,0,-0.23188798229633673,-0.5544873301529852,-1.1393849116441879,-1.5908133240284363,0.41173269183271005,2,Y,0.9342864751815796,1
LP001279,1,0,0,0,0,-0.4976125507802028,0.3111478710762279,-0.11604702767256427,0.2732312961117544,0.41173269183271005,1,Y,0.9845945835113525,1
LP001280,1,1,2,1,0,-0.3391935262895132,0.12953890550818672,-0.5563203033347744,0.2732312961117544,0.41173269183271005,1,Y,0.9990864992141724,1
LP001282,1,1,0,0,0,-0.4756599662075529,0.16989645341219586,-0.49682391473177306,0.2732312961117544,0.41173269183271005,1,Y,0.9974060654640198,1
LP001289,1,0,0,0,0,0.5181040488498647,-0.5544873301529852,0.7644995236518561,0.2732312961117544,0.41173269183271005,2,Y,0.1664140671491623,0
LP001310,1,1,0,0,0,0.047761733117941525,0.8706813318470665,0.34802480343084646,0.2732312961117544,0.41173269183271005,1,Y,0.9776690602302551,1
LP001316,1,1,0,0,0,-0.4006279980413318,0.43735071155571414,-0.17554341627556563,0.2732312961117544,0.41173269183271005,1,Y,0.9966002106666565,1
LP001318,1,1,2,0,0,0.13868475131063304,1.3792548380611478,0.50271541379865,-2.5228356340985316,0.41173269183271005,1,Y,0.9895529747009277,1
LP001319,1,1,2,1,0,-0.3490230417698042,0.06797654429868126,-0.7705073023055794,0.2732312961117544,0.41173269183271005,2,Y,0.9930710196495056,1
LP001322,1,0,0,0,0,-0.20813331988563355,-0.5544873301529852,-0.2826369157609681,0.2732312961117544,0.41173269183271005,1,Y,0.956561803817749,1
LP001325,1,0,0,1,0,-0.2921756772421214,-0.5544873301529852,-1.4368668546591947,-3.4548579441686273,0.41173269183271005,1,Y,0.9217578172683716,1
LP001326,1,0,0,0,0,0.22583978856921302,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,2,N,0.5032020211219788,1
LP001327,0,1,0,0,0,-0.4782811703356305,0.2328268670930237,-0.10414774995196399,0.2732312961117544,0.41173269183271005,1,Y,0.9991720914840698,1
LP001333,1,1,0,0,0,-0.5613405761440893,-0.213500251675891,-1.1393849116441879,0.2732312961117544,0.41173269183271005,1,Y,0.9918819069862366,1
LP001334,1,1,0,1,0,-0.19912293069536682,-0.5544873301529852,-0.36593185980517007,-2.5228356340985316,0.41173269183271005,1,Y,0.9933533668518066,1
LP001343,1,1,0,0,0,-0.5970544823891465,0.6565811200851197,-0.17554341627556563,0.2732312961117544,0.41173269183271005,1,Y,0.9511003494262695,1
LP001345,1,1,2,1,0,-0.18274040489488186,0.5615014733282169,-0.1517448608343651,-2.5228356340985316,0.41173269183271005,2,Y,0.903160572052002,1
LP001349,1,0,0,0,0,-0.09181738670219032,0.7472145963102249,0.06244213813643986,0.2732312961117544,0.41173269183271005,1,Y,0.9837533235549927,1
LP001350,1,1,0,0,0,1.35099166054652,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,2,Y,0.9588630795478821,1
LP001356,1,1,0,0,0,-0.1231080109811166,0.6709456710340044,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,Y,0.924014151096344,1
LP001357,1,1,0,0,0,-0.26006592667317086,-0.2966094393087234,0.16953563762184234,0.2732312961117544,0.41173269183271005,2,Y,0.9861108064651489,1
LP001367,1,1,1,0,0,-0.38522842378887595,-0.20221381878748168,-0.5444210256141742,0.2732312961117544,0.41173269183271005,2,Y,0.9977660179138184,1
LP001369,1,1,2,0,0,0.9851698594216909,-0.16938055947574543,0.9429886894608602,0.2732312961117544,0.41173269183271005,2,Y,0.99153733253479,1
LP001370,1,0,0,1,0,0.31610750572988516,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,0,N,0.09396768361330032,0
LP001379,1,1,2,0,0,-0.26268713080124845,0.6767598940371243,0.8358951899754578,0.2732312961117544,-2.428760260810931,2,N,0.04154697060585022,0
LP001384,1,1,3,1,0,-0.5459410018916334,-0.2966094393087234,-0.6158166919377758,2.1372759162519452,0.41173269183271005,1,Y,0.9782217741012573,1
LP001385,1,0,0,0,0,-0.014328039665896469,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,0.41173269183271005,2,Y,0.9773167967796326,1
LP001387,0,1,0,0,0,-0.40537893052347246,0.24342927374577186,-0.08034919451076344,0.2732312961117544,0.41173269183271005,1,Y,0.9982471466064453,1
LP001391,1,1,0,1,0,-0.3000392896263542,0.8525546366020454,0.07434141585704014,0.2732312961117544,-2.428760260810931,0,N,0.011619125492870808,0
LP001392,0,0,1,0,1,0.33543888617445744,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,Y,0.973768413066864,1
LP001398,1,0,0,0,0,-0.05790555829518646,-0.5544873301529852,-0.3302340266433692,0.2732312961117544,0.41173269183271005,1,Y,0.9570473432540894,1
LP001401,1,1,1,0,0,1.5038406262650446,-0.5544873301529852,0.4670175806368492,-2.5228356340985316,0.41173269183271005,0,Y,0.9296990036964417,1
LP001404,0,1,0,0,0,-0.36638851911831827,0.22632861785424258,0.09813997129824069,0.2732312961117544,0.41173269183271005,1,Y,0.9947039484977722,1
LP001405,1,1,1,0,0,-0.5225139899969399,-0.07635299142582604,-0.7229101914231782,0.2732312961117544,0.41173269183271005,2,Y,0.9942734837532043,1
LP001421,1,1,0,0,0,0.02695592535132563,0.17810476824012994,0.34802480343084646,0.2732312961117544,0.41173269183271005,0,N,0.14886677265167236,0
LP001422,0,0,0,0,0,0.8198701740947977,-0.5544873301529852,1.3475641319612697,0.2732312961117544,0.41173269183271005,2,Y,0.7871832251548767,1
LP001426,1,1,0,0,0,0.04317462589380574,0.3576616551011876,0.40752119203384785,0.2732312961117544,0.41173269183271005,0,Y,0.12942950427532196,0
LP001430,0,0,0,0,0,-0.2027270863714735,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,0.41173269183271005,1,Y,0.8994144201278687,1
LP001431,0,0,0,0,0,-0.5351285348633134,2.5167904679656767,-0.10414774995196399,0.2732312961117544,-2.428760260810931,1,Y,0.8914204835891724,1
LP001432,1,1,2,0,0,-0.40079182329933666,-0.5544873301529852,-0.7705073023055794,0.2732312961117544,0.41173269183271005,1,Y,0.993310809135437,1
LP001439,1,1,0,1,0,-0.18077450179882365,0.13432708915781494,0.5741110801222516,0.2732312961117544,0.41173269183271005,0,Y,0.8566625714302063,1
LP001443,0,0,0,0,0,-0.2803802586657722,-0.5544873301529852,-0.6277159696583761,0.2732312961117544,0.41173269183271005,0,Y,0.9561474919319153,1
LP001448,1,1,3,0,0,3.014309505069758,-0.5544873301529852,2.6683839589479,0.2732312961117544,0.41173269183271005,0,Y,0.9152085185050964,1
LP001449,1,0,0,0,0,-0.25203848903093323,0.006414183089175776,-0.21124124943736647,0.2732312961117544,0.41173269183271005,0,Y,0.9776859283447266,1
LP001451,1,1,1,0,1,0.8370718261853068,0.7622631734947707,0.16953563762184234,-2.5228356340985316,-2.428760260810931,2,N,0.01890159584581852,0
LP001465,1,1,0,0,0,0.11083445744980862,0.32414436955379017,0.43131974747504837,0.2732312961117544,0.41173269183271005,0,N,0.05306326225399971,0
LP001469,1,0,0,0,1,2.4184770417061197,-0.5544873301529852,6.000181720715977,2.1372759162519452,0.41173269183271005,2,Y,0.9648126363754272,1
LP001473,1,0,0,0,0,-0.5552790415979099,0.10525597414221513,-0.8538022463497813,0.2732312961117544,0.41173269183271005,2,Y,0.8686231374740601,1
LP001478,1,0,0,0,0,-0.4399460599624957,-0.5544873301529852,-0.9013993572321825,0.2732312961117544,0.41173269183271005,1,Y,0.9551303386688232,1
LP001482,1,1,0,0,1,-0.31855154378090217,-0.5544873301529852,-1.4368668546591947,-3.4548579441686273,0.41173269183271005,1,Y,0.992906928062439,1
LP001487,1,0,0,0,0,-0.08329847328593815,-0.5544873301529852,-0.5206224701729736,0.2732312961117544,0.41173269183271005,1,Y,0.9350547194480896,1
LP001488,1,1,3,0,0,-0.22992207920027855,2.096114333034056,1.716441741299878,0.2732312961117544,0.41173269183271005,1,N,0.19318850338459015,0
LP001489,0,1,0,0,0,-0.13441195378345122,-0.5544873301529852,-0.7348094691437785,0.2732312961117544,0.41173269183271005,0,N,0.016904735937714577,0
LP001491,1,1,2,0,1,-0.34197855567559565,0.6425585822540657,-0.6872123582613775,0.2732312961117544,0.41173269183271005,2,Y,0.9943106174468994,1
LP001492,1,0,0,0,0,1.571991933595062,-0.5544873301529852,1.145276410711065,0.2732312961117544,-2.428760260810931,1,N,0.027141442522406578,0
LP001493,1,1,2,1,0,-0.19715702759930862,-0.06540857165524729,-0.19934197171676618,0.2732312961117544,0.41173269183271005,0,N,0.191676527261734,0
LP001497,1,1,2,0,0,-0.05921616035922526,0.15792599428812537,0.4670175806368492,0.2732312961117544,0.41173269183271005,0,N,0.16381369531154633,0
LP001498,1,0,0,0,0,0.0022183113925933404,-0.5544873301529852,0.26472985938664456,0.2732312961117544,0.41173269183271005,2,Y,0.9735963940620422,1
LP001504,1,0,0,0,1,0.25336243191402774,-0.5544873301529852,0.34802480343084646,-2.5228356340985316,0.41173269183271005,1,Y,0.9733948707580566,1
LP001507,1,1,0,0,0,-0.4432225651225927,0.14116735151442666,-0.2826369157609681,0.2732312961117544,0.41173269183271005,1,Y,0.9992450475692749,1
LP001508,1,1,2,0,0,1.0408704471433399,-0.5544873301529852,0.49081613607804975,-2.5228356340985316,0.41173269183271005,2,Y,0.9750028848648071,1
LP001514,0,1,0,0,0,-0.5035102600683774,0.9797835164350234,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,Y,0.9930250644683838,1
LP001516,0,1,2,0,0,1.550203174280417,-0.5544873301529852,-0.9013993572321825,0.2732312961117544,0.41173269183271005,2,Y,0.9588412642478943,1
LP001518,1,1,1,0,0,-0.6332598644082182,-0.06711863724440022,-1.3773704660561934,0.2732312961117544,0.41173269183271005,2,Y,0.9493222236633301,1
LP001519,0,0,0,0,0,0.753029468828819,0.015306524152771011,0.9429886894608602,0.2732312961117544,0.41173269183271005,0,N,0.06583166867494583,0
LP001520,1,1,0,0,0,-0.08903235731610788,-0.2706164423535989,-0.2469390825991673,0.2732312961117544,0.41173269183271005,1,Y,0.9910531640052795,1
LP001528,1,0,0,0,0,0.143108033276764,-0.5544873301529852,-0.3302340266433692,0.2732312961117544,-2.428760260810931,0,N,0.0017746692756190896,0
LP001529,1,1,0,0,1,-0.4630454213411795,0.7280618617117122,0.07434141585704014,0.2732312961117544,0.41173269183271005,0,Y,0.9961464405059814,1
